"summons_number","plate_id","registration_state","plate_type","issue_date","violation_code","vehicle_body_type","vehicle_make","issuing_agency","street_code1","street_code2","street_code3","vehicle_expiration_date","violation_location","violation_precinct","issuer_precinct","issuer_code","issuer_command","issuer_squad","violation_time","time_first_observed","violation_county","violation_in_front_of_or_opposite","house_number","street_name","intersecting_street","date_first_observed","law_section","sub_division","violation_legal_code","days_parking_in_effect","from_hours_in_effect","to_hours_in_effect","vehicle_color","unregistered_vehicle","vehicle_year","meter_number","feet_from_curb","violation_post_code","violation_description","no_standing_or_stopping_violation","hydrant_violation","double_parking_violation"
"1425951648","HOL9069","99","PAS","2022-06-21T00:00:00.000","17","SDN","NISSA","P","62720","27090","27120","0.00000000","0046","46","40","961916","0040","0000","0656P",,,"F","2180","RYER",,"0","408","F2",,"BBBBBBB","ALL","ALL","SILVE","0","0","-","0",,,,,
"1425965556","KLZ7742","NY","PAS","2022-07-06T00:00:00.000","40","SUBN","TOYOT","P","0","0","0","20220912.0","0004","4","163","955517","0163","0000","0713P",,"BX","F","1181","NELSON AVE",,"0","408","E3",,"BBBBBBB","ALL","ALL","RED","0","2004","-","0",,,,,
"1425965568","KMU8755","NY","PAS","2022-07-05T00:00:00.000","40","SUBN","DODGE","P","0","0","0","20240505.0","0044","44","163","715517","0163","0000","0521P",,"BX","F",,"W 170 STT","185","0","408","F1",,"BBBBBBB","ALL","ALL","RED","0","2013","-","0",,,,,
"1425965581","KVT5629","NY","PAS","2022-07-02T00:00:00.000","40","SUBN","HONDA","P","78550","40404","40404","20240428.0","0044","44","163","955517","0163","0000","0449P",,"BX","O","55","WOODYCREST AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","BLUE","0","2010","-","4",,,,,
"1426446378","KMJ1564","NY","PAS","2022-07-02T00:00:00.000","46","SDN","TOYOT","P","10010","17110","17130","20230602.0","0009","9","9","972920","0009","0000","0628P",,,"O","108","1 AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","GOLD","0","2003","-","0",,,,,
"1426448430","LXP9370","PA","PAS","2022-06-21T00:00:00.000","46","SDN","NISSA","P","17250","12310","12410","20221201.0","0009","9","9","963966","0009","0000","1050P",,"NY","F","710","E 13TH ST",,"0","408","C3",,"BBBBBBB","ALL","ALL","BLUE","0","0","-","0",,,,,
"1426449896","KMG9790","NY","PAS","2022-06-30T00:00:00.000","40",,"CHEVR","P","17170","10010","12110","20230603.0","0009","9","9","959043","0009","0000","0236P",,"NY","F","421","E 9 ST",,"0","408","E9",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,
"1426450400","HGE6144","NY","PAS","2022-06-30T00:00:00.000","48","SUBN","HONDA","P","12310","17170","17190","20220705.0","0009","9","9","945570","0009","0000","0655A",,"NY","F","159","AVE C",,"0","408","E9",,"BBBBBBB","ALL","ALL","RED","0","0","-","0",,,,,
"1427034072","KPH6765","NY","PAS","2022-05-27T00:00:00.000","14",,"HONDA","P","34350","10510","10610","20230710.0","0014","14","401","927337","0401","0000","1035A",,"NY","F","102","W 29 ST",,"0","408","I3",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,
"1427034084","GXV2079","NY","PAS","2022-05-27T00:00:00.000","31",,"VOLKS","P","34350","10510","10610","20230629.0","0014","14","401","927337","0401","0000","1037A",,"NY","F","104","W 29 ST",,"0","408","C",,"YYYYYBB","0700A","0700P",,"0","0","-","0",,,,,
"1427034096","KMA8548","NY","PAS","2022-05-27T00:00:00.000","31",,"GMC","P","34370","10510","10610","0.00000000","0014","14","401","927337","0401","0000","1145A",,"NY","F","151","W 30 ST",,"0","408","I3",,"YYYYYYB","0700A","0800P",,"0","0","-","0",,,,,
"1427353426","KUW9124","99","PAS","2022-06-29T00:00:00.000","40","SDN","ME/BE","P","9630","6380","6480","20240308.0","0066","66","66","968646","0066","0000","0549P",,"K",,"1339","61 ST",,"0","408","F7",,"BBBBBBB","ALL","ALL","SILVE","0","2004","-","0",,,,,
"1427353463","KLA6711","NY","PAS","2022-06-24T00:00:00.000","46","SUBN","HONDA","P","6680","9330","9380","0.00000000","0066","66","66","968646","0066","0000","0416A",,"K","F","5513","16TH AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","GRAY","0","2020","-","0",,,,,
"1427353542","KTN3948","NY","PAS","2022-06-29T00:00:00.000","50","SUBN","HONDA","P","9180","64730","0","20231231.0","0066","66","66","968646","0066","0000","0536P",,"K","O",,"52 ST","NEW UTRECHT AVE","0","408","E2",,"BBBBBBB","ALL","ALL","GREY","0","0","-","0",,,,,
"1427354029","KXC2936","NY","PAS","2022-06-21T00:00:00.000","95","SDN","AUDI","P","9330","5980","42630","20220729.0","0066","66","66","965035","0066","0000","0027A",,"K","F","959","55 ST",,"0","408","F2",,"BBBBBBB","ALL","ALL","BLUE","0","2022","-","0",,,,,
"1427354108","LYN6345","PA","PAS","2022-06-21T00:00:00.000","95","SUBN","DODGE","P","8330","6480","31330","20240430.0","0066","66","66","965035","0066","0000","0047A",,"K","F","1458","35 ST",,"0","408","K6",,"BBBBBBB","ALL","ALL","GRAY","0","2014","-","0",,,,,
"1427354133","KRN2447","NY","PAS","2022-06-21T00:00:00.000","40","VAN","KIA","P","61230","25730","8380","20230912.0","0066","66","66","965035","0066","0000","0607A",,"K","F","172","MINNA ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","WHITE","0","2009","-","0",,,,,
"1427354236","KES6756","99","PAS","2022-06-23T00:00:00.000","40","SDN","LEXUS","P","6280","25730","8380","20220922.0","0066","66","66","966174","0066","0000","0520A",,"K","F","3525","12 AVE",,"0","408","E5",,"BBBBBBB","ALL","ALL","WHITE","0","2020","-","0",,,,,
"1427354741","JHV8536","NY","PAS","2022-06-16T00:00:00.000","98","VAN","GMC","P","9030","5980","6080","20230718.0","0066","66","66","965982","0066","0000","0930A",,"K","F","947","49TH ST",,"0","408","F2",,"BBBBBBB","ALL","ALL","WHITE","0","2006","-","0",,,,,
"1427354753","HFA4206","NY","PAS","2022-06-19T00:00:00.000","20","SUBN","TOYOT","P","9580","5880","5980","20240312.0","0066","66","66","965982","0066","0000","1046A",,"K","F","828","60TH ST",,"0","408","F1",,"BBBBBBB","ALL","ALL","SILVE","0","2018","-","0",,,,,
"1427354765","KSK4306","NY","PAS","2022-07-01T00:00:00.000","98","SUBN","TOYOT","P","8630","42630","6280","20230930.0","0066","66","66","965982","0066","0000","0236P",,"K","F","1137","41 ST",,"0","408","C",,"BBBBBBB","ALL","ALL","GRAY","0","2021","-","0",,,,,
"1427354856","GNV2062","NY","PAS","2022-06-19T00:00:00.000","40","SUBN","JEEP","P","9630","6980","7080","20240225.0","0066","66","66","967982","0066","0000","1055P",,"K","F","1953","61 ST",,"0","408","D",,"BBBBBBB","ALL","ALL","BK","0","2021","-","3",,,,,
"1427354868","KHH6700","NY","PAS","2022-06-26T00:00:00.000","40","SUBN","JEEP","P","8730","5880","5980","20221104.0","0066","66","66","967982","0066","0000","0923P",,"K","F","875","43 ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","BLK","0","2005","-","8",,,,,
"1427837351","KUU6575","NY","999","2022-06-30T00:00:00.000","98","SUBN","NISSA","P","36790","10610","25290","20240329.0","0032","32","32","951003","0032","0000","0937A",,"NY","F","231","W 151 STREET",,"0","408","E2",,"BBBBBBB","ALL","ALL","GY","0","2005","-","0",,,,,
"1430067883","KSJ6471","NY","PAS","2022-07-01T00:00:00.000","40","SDN",,"P","74330","53620","58720","20221108.0","0044","44","163","934318","0163","0000","0510P",,"BX","F","131","W 169 ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","RED","0","2009","-","0",,,,,
"1430067895","G9868J","FL","PAS","2022-07-02T00:00:00.000","20","SDN","ME/BE","P","74120","40404","40404","0.00000000","0044","44","163","934318","0163","0000","0510P",,"BX","F","953","W 162 ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","GOLD","0","0","-","0",,,,,
"1430067901","G9868J","FL","PAS","2022-07-02T00:00:00.000","51","SDN","ME/BE","P","74250","40404","40404","0.00000000","0044","44","163","934318","0163","0000","0518P",,"BX","F","953","W 167 ST",,"0","408","D",,"BBBBBBB","ALL","ALL","GOLD","0","0","-","0",,,,,
"1430067937","KSJ2960","NY","PAS","2022-07-02T00:00:00.000","14","SUBN","HONDA","P","74170","40404","40404","0.00000000","0044","44","163","948007","0163","0000","1042P",,"BX","F","1001","W 164 ST",,"0","408","E5",,"BBBBBBB","ALL","ALL","BLUE","0","0","-","0",,,,,
"1433622117","KWG5322","NY","PAS","2022-06-10T00:00:00.000","14","SDN","BMW","Y","24020","27870","44620","20220717.0","0052","52","976","101783","0976","0000","1044A",,"BX","O","3435","DEKALB AVE",,"0","408","99",,"BBBBBBB","ALL","ALL","BLK","0","2014","-","0",,,,,
"1433660349","KPK5556","NY","PAS","2022-06-19T00:00:00.000","98","SUBN","HONDA","P","23840","22670","57550","20230620.0","113","113","113","950782","0113","0000","0443A",,"Q","F","140-05","158 STREET",,"0","408","C",,"BBBBBBB","ALL","ALL","GY","0","2009","-","0",,,,,
"1433660350","KVN3543","NY","PAS","2022-06-19T00:00:00.000","20","SUBN","JEEP","P","22390","24390","24440","20240310.0","113","113","113","951929","0113","0000","0535A",,"Q","F","167-10","137 AVE",,"0","408","F2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,
"1435283715","JEM3045","OH","PAS","2022-06-22T00:00:00.000","40","SDN","TOYOT","P","6630","5880","72630","0.00000000","0078","78","78","953045","0078","0000","0804P",,,"F","467","15 ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","RD","0","0","-","2",,,,,
"1435369014","KSB5261","NY","COM","2022-06-24T00:00:00.000","19","VAN",,"P","13820","15220","10280","20230924.0","0049","49","163","920679","0163","0000","1145P",,,"F","2190","BOSTON RD",,"0","408","F1",,"BBBBBBB","ALL","ALL","WHT","0","2014","-","0",,,,,
"1435375592","KVT7864","NY","PAS","2022-06-12T00:00:00.000","46","SUBN",,"P","54520","11020","25160","20240616.0","0041","41","41","964605","0041","0000","0656P",,,"F","1108","OAKPOINT",,"0","408","E3",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,
"1435401578","JGL4903","NY","PAS","2022-07-02T00:00:00.000","40","SUBN","ME/BE","P","0","0","0","20230528.0","0044","44","163","953132","0163","0000","0750P",,"BX","F","145","WEST 158 STREET",,"0","408","F7",,"BBBBBBB","ALL","ALL","WT","0","2020","-","0",,,,,
"1436333866","JRV7466","NY","PAS","2022-06-11T00:00:00.000","14","SUBN","BMW","P","0","0","0","20220525.0","0075","75","75","951605","0075","0000","0152A",,"K",,,"C/O ARLINGTON","VAN SICLEN","0","408","E2",,"BBBBBBB","ALL","ALL","BL","0","2005","-","0",,,,,
"1436334111","KES3746","NY","PAS","2022-06-17T00:00:00.000","98","SUBN","HONDA","P","30430","0","92590","20221015.0","0075","75","75","935735","0075","0000","0805A",,"K","F","32","CRESCENT ST",,"0","408","F2",,"BBBBBBB","ALL","ALL","SIL","0","2016","-","0",,,,,
"1436442497","H30NHX","NJ","PAS","2022-06-23T00:00:00.000","17","SUBN","LEXUS","P","62720","27060","27090","0.00000000","0046","46","46","961916","0046","0000","0700P",,"BX","O","2095","RYER AVE",,"0","408","C3",,"BBBBBBB","ALL","ALL","W","0","0","-","0",,,,,
"1436443076","JRX9825","NY","PAS","2022-06-24T00:00:00.000","46","VAN","TOYOT","P","73820","26910","26940","20240531.0","0046","46","46","954987","0046","0000","0600P",,"BX","F","1804","WEEKS AVENUE",,"0","408","D",,"BBBBBBB","ALL","ALL","GY","0","2011","-","0",,,,,
"1436450937","KVC5526","NY","PAS","2022-07-02T00:00:00.000","98","SUBN","TOYOT","P","0","40404","40404","20220702.0","0049","49","49","959695","0049","0000","0423A",,,"F","1710","MATHEWS AVE",,"0","408","D",,"BBBBBBB","ALL","ALL","WHITE","0","2022","-","0",,,,,
"1436576507","JAL4015","NY","PAS","2022-06-26T00:00:00.000","45","SDN","LEXUS","P","10610","36530","36550","20220719.0","0032","32","32","969386","0032","0000","0113A",,"NY","F","2376","7TH AVE",,"0","408","C3",,"BBBBBBB","ALL","ALL","GRY","0","2007","-","0",,,,,
"1436576738","KPG9203","NY","PAS","2021-06-20T00:00:00.000","20","SUBN","DODGE","P","36590","10810","19990","20230630.0","0032","32","32","961869","0032","0000","1026A",,"NY","F","305","W 141 ST",,"0","408","A1",,"BBBBBBB","ALL","ALL","BK","0","2018","-","0",,,,,
"1436785790","KBT7664","NY","PAS","2022-07-05T00:00:00.000","46","SDN","KIA","P","12410","17190","17230","20230930.0","0009","9","9","960352","0009","0000","1201A",,"NY","F","178","AVE D",,"0","408","E9",,"BBBBBBB","ALL","ALL","W","0","0","-","0",,,,,
"1437480470","KGK1269","PA","PAS","2022-06-24T00:00:00.000","14","SDN","CHRYS","P","67620","45120","66920","20190331.0","0043","43","808","962628","0808","0000","0028A",,"BX","F","875","TAYLOR AVE",,"0","408","K6",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,
"1437480482","LMT7262","PA","PAS","2022-06-24T00:00:00.000","14","SUBN","NISSA","P","67620","45120","66920","20220131.0","0043","43","808","962776","0808","0000","0023A",,"BX","F","877","TAYLOR AVE",,"0","408","C",,"BBBBBBB","ALL","ALL","BLK","0","2019","-","0",,,,,
"1438849965","JCM4999","NY","PAS","2022-06-15T00:00:00.000","98","SDN","AUDI","P","47837","48980","25908","20221125.0","120","120","120","963875","0120","0000","1055P",,,"F","18","SCHUBERT ST",,"0","408","J2",,"BBBBBBB","ALL","ALL","GY","0","2010","-","0",,,,,
"1438855886","KLB7586","NY","PAS","2022-07-06T00:00:00.000","17","SDN","NISSA","P","30640","45340","13590","20230531.0","0001","1","437","943904","0437","0000","1025A","1020A","NY",,"4","SOUTH ST",,"0","408","C",,"BBBBBBB","ALL","ALL","GRAY","0","2021","-","0",,,,,
"1438856416","KNN7328","NY","PAS","2022-06-30T00:00:00.000","10","SUBN","TOYOT","P","30640","45340","13590","20240614.0","0001","1","437","955989","0437","0000","0440P",,"NY","F","4","SOUTH ST",,"0","408","C4",,"BBBBBBB","ALL","ALL","RED","0","2022","-","0",,,,,
"1438931517","KVV6220","NY","PAS","2022-07-02T00:00:00.000","46","SDN","HONDA","P","74750","70620","12550","20240419.0","0052","52","52","959823","0052","0000","0937P",,"BX","F","153","FATHER ZEISER",,"0","408","F2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,
"1439050600","JFX8240","OH","PAS","2022-06-28T00:00:00.000","14",,"LEXUS","N","74720","9020","0","0.00000000","0052","52","2","760874","0002","0000","1042A",,"BX",,,"W 184TH","AQUEDUCT AVE","0","408","F7",,"BBBBBBB","ALL","ALL","GREY","0","2004","-","0",,,,,
"1439077800","HNY5626","NY","999","2022-06-30T00:00:00.000","70","SDN","VOLKS","N","18820","12210","0","0.00000000","0044","44","2","160606","0002","0000","0407A",,"BX","F",,"CEDAR AVE","UNIVERSITY WOODS","0","408","J2",,"BBBBBBB","ALL","ALL","BLACK","0","0","-","0",,,,,
"1440003713","KSR6941","NY","PAS","2022-06-26T00:00:00.000","40","SUBN","SUBAR","P","7040","7290","28790","20231128.0","114","114","114","938830","0114","0000","1236A",,,"F","25-48","23 ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","WH","0","0","-","0",,,,,
"1440043814","KLE6797","NY","PAS","2022-06-29T00:00:00.000","14","SUBN","LEXUS","P","36420","29020","27540","20230901.0","0052","52","52","962063","0052","0000","0904P",,"BX","F","2720","GRAND CONCOURSE",,"0","408","E2",,"BBBBBBB","ALL","ALL","BLK","0","1999","-","0",,,,,
"1440046694","KCC1665","NY","PAS","2022-07-04T00:00:00.000","46","SDN","HONDA","P","47020","74690","76650","20240511.0","0052","52","52","962846","0052","0000","1145P",,"BX","F","2287","LORING PL N",,"0","408","F2",,"BBBBBBB","ALL","ALL","GY","0","2003","-","0",,,,,
"1440048320","KJF2830","PA","PAS","2022-07-01T00:00:00.000","46","SUBN","CHEVR","P","66520","70520","55720","0.00000000","0043","43","40","958913","0040","0000","0718P",,"BX","F","2096","STARLING AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","BK","0","2005","-","0",,,,,
"1440048332","KJF2839","PA","PAS","2022-07-01T00:00:00.000","74","SUBN","CHEVR","P","66520","70520","55720","0.00000000","0043","43","40","958913","0040","0000","0718P",,"BX","F","2096","STARLING AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","BK","0","2005","-","0",,,,,
"1440209091","JNT1152","NY","PAS","2022-06-21T00:00:00.000","98","SUBN","JEEP","P","93530","60130","53130","20240131.0","0083","83","83","958342","0083","0000","0440P",,"K","F","55","WILSON AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","RED","0","2020","-","0",,,,,
"1440210895","KSP1448","NY","PAS","2022-06-29T00:00:00.000","74","SDN","ME/BE","P","54100","81030","50130","20230810.0","0083","83","83","963975","0083","0000","0443P",,"K",,"386","KNICKERBOCKER AVE",,"0","408","F2",,"BBBBBBB","ALL","ALL","BLK","0","2004","-","0",,,,,
"1440210901","KSP1448","NY","PAS","2022-06-29T00:00:00.000","98","SDN","ME/BE","P","54100","81030","50130","20230810.0","0083","83","83","963975","0083","0000","0438P",,"K","F","386","KNICKERBOCKER AVE",,"0","408","J2",,"BBBBBBB","ALL","ALL","BLK","0","2004","-","0",,,,,
"1440210950","JJT4425","NY","PAS","2022-06-21T00:00:00.000","74","SUBN","FORD","P","93530","81930","81030","20230815.0","0083","83","83","963975","0083","0000","0302P",,"K","O","201","WILSON AVENUE",,"0","408","F2",,"BBBBBBB","ALL","ALL","WHT","0","0","-","0",,,,,
"1440211073","LXG2189","PA","PAS","2022-06-08T00:00:00.000","40",,"ME/BE","P","45330","23230","23930","0.00000000","0083","83","85","963290","0085","0000","0912A","0912A",,"O","46","GRANITE ST",,"20220608","408","E2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,
"1440211875","KMT5508","NY","PAS","2022-07-06T00:00:00.000","40","SUBN","HONDA","P","80630","81930","81030","20230813.0","0083","83","83","967987","0083","0000","1101P",,"K","F","149","ST NICHOLAS AVE",,"0","408","F2",,"BBBBBBB","ALL","ALL","BLUE","0","0","-","0",,,,,
"1440212132","KSP1448","NY","PAS","2022-06-29T00:00:00.000","50","SDN","ME/BE","P","54100","81030","50130","20230810.0","0083","83","83","970695","0083","0000","0443P",,"K","F","386","KNICKERBOCKER AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","BLACK","0","2004","-","0",,,,,
"1440212156","KJX4675","NY","PAS","2022-07-03T00:00:00.000","19","SUBN","BMW","P","46730","25330","93530","20230408.0","0083","83","83","970695","0083","0000","1153P",,"K","F","1195","HALSEY ST",,"0","408","C3",,"BBBBBBB","ALL","ALL","BLUE","0","2013","-","0",,,,,
"1440212168","KMN7144","NY","PAS","2022-07-07T00:00:00.000","46","SDN","CADIL","P","53130","93530","54100","20230803.0","0083","83","83","970695","0083","0000","0620P",,"K","F","234","JEFFERSON ST",,"0","408","F2",,"BBBBBBB","ALL","ALL","WHITE","0","2005","-","0",,,,,
"1449703847","JBH5771","TX","PAS","2022-06-19T00:00:00.000","14",,,"P","0","49830","0","0.00000000","0075","75","75","931072","0075","0000","0704P",,,,"40","VERMONT","HIGHLAND BLVD","0","408","C",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,
"1440212284","KSP7700","NY","PAS","2022-06-29T00:00:00.000","67","SUBN","HONDA","P","94730","83930","47630","20230306.0","0083","83","83","960884","0083","0000","0909A",,"K","F","97","WYCKOFF AVE",,"0","408","E5",,"BBBBBBB","ALL","ALL","BLACK","0","2017","-","0",,,,,
"1440212478","KGD2328","PA","PAS","2022-06-20T00:00:00.000","40","VAN","HONDA","P","32030","54100","52130","0.00000000","0083","83","83","967074","0083","0000","0924A",,,"F","1384","DECATUR STREET",,"0","408","F1",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,
"1440212508","JJT3717","NY","PAS","2022-06-21T00:00:00.000","20","SUBN","FORD","P","60230","25330","93530","20230310.0","0083","83","83","967074","0083","0000","0833A",,"K","F","117","MENAHAN STREET",,"0","408","D",,"BBBBBBB","ALL","ALL","RED","0","2013","-","0",,,,,
"1440212510","KTC8425","NY","PAS","2022-06-21T00:00:00.000","40","SDN","HONDA","P","81030","80630","31230","20231116.0","0083","83","83","967074","0083","0000","0902A",,"K","F","391","STANHOPE STREET",,"0","408","D",,"BBBBBBB","ALL","ALL","BLUE","0","2021","-","0",,,,,
"1440212879","KDU6215","NY","PAS","2022-06-26T00:00:00.000","98","SDN","KIA","P","83930","80630","31230","20220626.0","0083","83","83","963002","0083","0000","1050A","1048A","K","F","458","SUYDAM ST",,"0","408","F2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,
"1440212880","KLN1151","NY","PAS","2022-07-01T00:00:00.000","67","SUBN","NISSA","P","0","0","0","20230518.0",,"0","83","970864","0083","0000","0924A",,"K",,,"I/O IRVING","ELDERT","0","408","F1",,"BBBBBBB","ALL","ALL","WH","0","2014","-","0",,,,,
"1440212892","GSA749","GA","PAS","2022-07-01T00:00:00.000","98","SDN","HONDA","P","60230","40030","25330","0.00000000","0083","83","83","970864","0083","0000","1018A",,"K","F","69","MENAHAN STREET",,"0","408","F7",,"BBBBBBB","ALL","ALL","BEIGE","0","0","-","0",,,,,
"1440252841","KEN2549","NY","PAS","2022-06-14T00:00:00.000","40","SDN","TOYOT","P","37280","14080","14130","20220711.0","0063","63","63","942856","0063","0000","1101P",,"K","F","1146","E 56 ST",,"0","408","F1",,"BBBBBBB","ALL","ALL","BLK","0","2022","-","0",,,,,
"1440671254","JPF6879","NY","PAS","2022-06-18T00:00:00.000","46",,,"P","23520","74480","74510","20231225.0","0046","46","46","952297","0046","0000","1010P",,,"O","1770","DAVIDSON AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","BK","0","2022","-","0",,,,,
"1440671278","KPR2634","NY","PAS","2022-06-28T00:00:00.000","46","SDN","FORD","P","62720","29120","27060","20231005.0","0046","46","46","954987","0046","0000","0245P",,"BX","F","2055","RYER AVENUE",,"0","408","F2",,"BBBBBBB","ALL","ALL","WT","0","2015","-","0",,,,,
"1441871860","KJJ3075","NY","PAS","2022-06-27T00:00:00.000","19","SUBN","TOYOT","R","65490","7540","7690","20230228.0","109","109","0","0","0000","0000","0905A",,"Q","F","28-01","UNION ST",,"0","408","C3",,"BBBBBBB","ALL","ALL","BK","0","0","-","0",,,,,
"1441871883","HCR4478","NY","PAS","2022-06-29T00:00:00.000","19","SUBN",,"R","61090","12740","54102","20231112.0","108","108","0","0","QNRO","0000","1030A",,"Q","F","61-06","ROOSEVELT AVE",,"0","408","C3",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,
